Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Answered_Count,Resolved_Count,month
ID1723,Stewart,2021-01-31,09:30:14,Contract related,Y,Y,120.0,00:03:10,1.0,1,1,January
ID1724,Joe,2021-01-31,09:30:14,Payment related,Y,Y,73.0,00:05:43,2.0,1,1,January
ID1725,Jim,2021-01-31,11:32:38,Payment related,N,N,,,,0,0,January
ID1726,Greg,2021-01-31,11:32:38,Contract related,N,N,,,,0,0,January
ID1727,Joe,2021-01-31,11:35:31,Admin Support,N,N,,,,0,0,January
ID1728,Joe,2021-01-31,11:35:31,Contract related,Y,Y,88.0,00:01:11,1.0,1,1,January
ID1729,Dan,2021-01-31,11:39:50,Payment related,Y,Y,79.0,00:01:21,5.0,1,1,January
ID1730,Joe,2021-01-31,11:39:50,Technical Support,Y,Y,42.0,00:01:40,5.0,1,1,January
ID1731,Dan,2021-01-31,11:58:34,Contract related,N,N,,,,0,0,January
ID1732,Diane,2021-01-31,11:58:34,Payment related,Y,Y,38.0,00:03:48,4.0,1,1,January
ID1733,Greg,2021-01-31,12:00:00,Payment related,Y,Y,102.0,00:03:48,3.0,1,1,January
ID1734,Dan,2021-01-31,12:00:00,Technical Support,Y,Y,112.0,00:06:43,3.0,1,1,January
ID1735,Jim,2021-01-31,12:00:00,Technical Support,Y,Y,107.0,00:03:14,1.0,1,1,January
ID1736,Stewart,2021-01-31,12:00:00,Contract related,Y,Y,93.0,00:02:39,5.0,1,1,January
ID1737,Diane,2021-01-31,12:15:50,Payment related,Y,Y,37.0,00:06:57,4.0,1,1,January
ID1738,Dan,2021-01-31,12:15:50,Technical Support,Y,Y,29.0,00:06:29,5.0,1,1,January
ID1739,Stewart,2021-01-31,12:37:26,Payment related,Y,N,17.0,00:03:49,5.0,1,0,January
ID1740,Jim,2021-01-31,12:37:26,Streaming,N,N,,,,0,0,January
ID1741,Dan,2021-01-31,12:43:12,Technical Support,Y,Y,28.0,00:06:11,4.0,1,1,January
ID1742,Dan,2021-01-31,12:43:12,Payment related,Y,Y,16.0,00:03:31,1.0,1,1,January
ID1743,Stewart,2021-01-31,12:50:24,Admin Support,Y,Y,123.0,00:06:18,2.0,1,1,January
ID1744,Martha,2021-01-31,12:50:24,Contract related,N,N,,,,0,0,January
ID1745,Jim,2021-01-31,14:05:17,Payment related,Y,Y,124.0,00:06:42,5.0,1,1,January
ID1746,Jim,2021-01-31,14:05:17,Payment related,Y,Y,18.0,00:06:16,1.0,1,1,January
ID1747,Becky,2021-01-31,14:05:17,Payment related,Y,Y,95.0,00:02:27,4.0,1,1,January
ID1748,Becky,2021-01-31,14:05:17,Streaming,Y,Y,17.0,00:05:25,3.0,1,1,January
ID1749,Jim,2021-01-31,14:05:17,Technical Support,N,N,,,,0,0,January
ID1750,Stewart,2021-01-31,14:05:17,Payment related,Y,Y,75.0,00:00:33,3.0,1,1,January
ID1751,Joe,2021-01-31,14:44:10,Payment related,Y,Y,37.0,00:05:46,4.0,1,1,January
ID1752,Martha,2021-01-31,14:44:10,Streaming,Y,Y,36.0,00:01:26,3.0,1,1,January
ID1753,Diane,2021-01-31,15:01:26,Technical Support,Y,Y,113.0,00:02:32,1.0,1,1,January
ID1754,Diane,2021-01-31,15:01:26,Streaming,Y,Y,93.0,00:02:19,4.0,1,1,January
ID1755,Dan,2021-01-31,15:04:19,Technical Support,Y,Y,24.0,00:04:51,1.0,1,1,January
ID1756,Diane,2021-01-31,15:04:19,Streaming,Y,Y,92.0,00:02:28,3.0,1,1,January
ID1757,Jim,2021-01-31,15:38:53,Streaming,N,N,,,,0,0,January
ID1758,Dan,2021-01-31,15:38:53,Contract related,Y,Y,20.0,00:01:19,4.0,1,1,January
ID1759,Jim,2021-01-31,15:56:10,Admin Support,Y,Y,50.0,00:00:31,2.0,1,1,January
ID1760,Martha,2021-01-31,15:56:10,Admin Support,N,N,,,,0,0,January
ID1761,Stewart,2021-01-31,16:09:07,Contract related,Y,Y,103.0,00:06:14,4.0,1,1,January
ID1762,Becky,2021-01-31,16:09:07,Contract related,Y,Y,81.0,00:03:26,2.0,1,1,January
ID1763,Stewart,2021-01-31,16:09:07,Streaming,Y,Y,48.0,00:03:57,5.0,1,1,January
ID1764,Dan,2021-01-31,16:09:07,Streaming,Y,Y,92.0,00:06:01,3.0,1,1,January
ID1765,Greg,2021-01-31,16:20:38,Streaming,Y,Y,95.0,00:05:01,3.0,1,1,January
ID1766,Becky,2021-01-31,16:20:38,Contract related,Y,Y,49.0,00:01:58,3.0,1,1,January
ID1767,Becky,2021-01-31,16:56:38,Contract related,Y,Y,58.0,00:04:42,5.0,1,1,January
ID1768,Dan,2021-01-31,16:56:38,Streaming,N,N,,,,0,0,January
ID1769,Dan,2021-01-31,17:08:10,Admin Support,N,N,,,,0,0,January
ID1770,Diane,2021-01-31,17:08:10,Payment related,Y,Y,78.0,00:01:03,4.0,1,1,January
ID1771,Jim,2021-01-31,17:34:05,Admin Support,Y,Y,91.0,00:02:59,3.0,1,1,January
ID1772,Greg,2021-01-31,17:34:05,Technical Support,Y,Y,121.0,00:06:01,2.0,1,1,January
ID1773,Dan,2021-02-01,09:18:43,Contract related,N,N,,,,0,0,February
ID1774,Martha,2021-02-01,09:18:43,Admin Support,Y,Y,38.0,00:05:41,3.0,1,1,February
ID1775,Becky,2021-02-01,09:24:29,Technical Support,Y,Y,44.0,00:02:15,2.0,1,1,February
ID1776,Diane,2021-02-01,09:24:29,Contract related,Y,Y,64.0,00:03:09,3.0,1,1,February
ID1777,Jim,2021-02-01,09:25:55,Technical Support,N,N,,,,0,0,February
ID1778,Becky,2021-02-01,09:25:55,Payment related,Y,N,125.0,00:06:46,4.0,1,0,February
ID1779,Martha,2021-02-01,09:37:26,Technical Support,Y,Y,47.0,00:01:25,4.0,1,1,February
ID1780,Martha,2021-02-01,09:37:26,Technical Support,N,N,,,,0,0,February
ID1781,Becky,2021-02-01,09:37:26,Contract related,N,N,,,,0,0,February
ID1782,Jim,2021-02-01,09:37:26,Admin Support,Y,Y,116.0,00:04:22,3.0,1,1,February
ID1783,Diane,2021-02-01,10:07:41,Payment related,Y,Y,13.0,00:01:56,4.0,1,1,February
ID1784,Greg,2021-02-01,10:07:41,Contract related,Y,Y,124.0,00:03:21,5.0,1,1,February
ID1785,Becky,2021-02-01,10:32:10,Admin Support,N,N,,,,0,0,February
ID1786,Greg,2021-02-01,10:32:10,Technical Support,Y,Y,46.0,00:02:10,5.0,1,1,February
ID1787,Greg,2021-02-01,11:15:22,Technical Support,Y,Y,11.0,00:03:08,3.0,1,1,February
ID1788,Greg,2021-02-01,11:15:22,Payment related,Y,N,62.0,00:03:57,3.0,1,0,February
ID1789,Greg,2021-02-01,11:18:14,Streaming,N,N,,,,0,0,February
ID1790,Stewart,2021-02-01,11:18:14,Admin Support,Y,Y,61.0,00:02:56,5.0,1,1,February
ID1791,Dan,2021-02-01,12:07:12,Technical Support,N,N,,,,0,0,February
ID1792,Joe,2021-02-01,12:07:12,Technical Support,Y,Y,29.0,00:06:48,5.0,1,1,February
ID1793,Dan,2021-02-01,12:18:43,Contract related,Y,Y,109.0,00:00:52,3.0,1,1,February
ID1794,Dan,2021-02-01,12:18:43,Contract related,Y,Y,52.0,00:05:58,3.0,1,1,February
ID1795,Dan,2021-02-01,12:31:41,Technical Support,Y,Y,117.0,00:04:50,1.0,1,1,February
ID1796,Martha,2021-02-01,12:31:41,Contract related,Y,Y,17.0,00:03:37,3.0,1,1,February
ID1797,Jim,2021-02-01,12:41:46,Streaming,Y,Y,46.0,00:01:47,4.0,1,1,February
ID1798,Martha,2021-02-01,12:41:46,Admin Support,Y,Y,60.0,00:03:43,2.0,1,1,February
ID1799,Jim,2021-02-01,13:01:55,Technical Support,Y,Y,53.0,00:03:29,3.0,1,1,February
ID1800,Stewart,2021-02-01,13:01:55,Payment related,Y,Y,72.0,00:01:22,4.0,1,1,February
ID1801,Stewart,2021-02-01,13:24:58,Payment related,Y,Y,113.0,00:04:54,3.0,1,1,February
ID1802,Joe,2021-02-01,13:24:58,Payment related,Y,Y,51.0,00:02:57,4.0,1,1,February
ID1803,Jim,2021-02-01,13:30:43,Admin Support,Y,Y,99.0,00:01:30,4.0,1,1,February
ID1804,Dan,2021-02-01,13:30:43,Streaming,Y,Y,99.0,00:00:55,2.0,1,1,February
ID1805,Dan,2021-02-01,13:36:29,Contract related,N,N,,,,0,0,February
ID1806,Jim,2021-02-01,13:36:29,Streaming,Y,Y,37.0,00:03:02,4.0,1,1,February
ID1807,Martha,2021-02-01,13:37:55,Contract related,Y,Y,115.0,00:01:51,3.0,1,1,February
ID1808,Martha,2021-02-01,13:37:55,Contract related,Y,Y,97.0,00:03:00,5.0,1,1,February
ID1809,Becky,2021-02-01,13:46:34,Contract related,N,N,,,,0,0,February
ID1810,Dan,2021-02-01,13:46:34,Contract related,Y,N,87.0,00:06:47,5.0,1,0,February
ID1811,Becky,2021-02-01,13:50:53,Payment related,Y,Y,97.0,00:04:47,1.0,1,1,February
ID1812,Greg,2021-02-01,13:50:53,Streaming,Y,N,119.0,00:01:03,5.0,1,0,February
ID1813,Diane,2021-02-01,13:58:05,Contract related,Y,Y,122.0,00:02:18,3.0,1,1,February
ID1814,Becky,2021-02-01,13:58:05,Contract related,Y,Y,60.0,00:02:10,1.0,1,1,February
ID1815,Greg,2021-02-01,14:16:48,Technical Support,Y,N,58.0,00:02:19,2.0,1,0,February
ID1816,Greg,2021-02-01,14:16:48,Admin Support,Y,Y,84.0,00:06:27,4.0,1,1,February
ID1817,Joe,2021-02-01,14:32:38,Payment related,N,N,,,,0,0,February
ID1818,Dan,2021-02-01,14:32:38,Payment related,Y,Y,72.0,00:02:54,2.0,1,1,February
ID1819,Martha,2021-02-01,14:35:31,Streaming,Y,Y,46.0,00:03:02,4.0,1,1,February
ID1820,Martha,2021-02-01,14:35:31,Payment related,Y,Y,101.0,00:04:45,5.0,1,1,February
ID1821,Jim,2021-02-01,15:28:48,Contract related,Y,Y,101.0,00:04:50,2.0,1,1,February
ID1822,Jim,2021-02-01,15:28:48,Admin Support,Y,Y,63.0,00:05:50,1.0,1,1,February
ID1823,Jim,2021-02-01,16:14:53,Payment related,Y,Y,125.0,00:02:55,1.0,1,1,February
ID1824,Martha,2021-02-01,16:14:53,Payment related,Y,Y,44.0,00:00:41,5.0,1,1,February
ID1825,Martha,2021-02-01,16:22:05,Streaming,Y,Y,16.0,00:02:16,5.0,1,1,February
ID1826,Dan,2021-02-01,16:22:05,Technical Support,Y,Y,31.0,00:03:31,4.0,1,1,February
ID1827,Dan,2021-02-01,16:22:05,Admin Support,Y,Y,114.0,00:00:45,5.0,1,1,February
ID1828,Greg,2021-02-01,16:22:05,Contract related,Y,Y,10.0,00:03:21,2.0,1,1,February
ID1829,Greg,2021-02-01,16:46:34,Streaming,Y,Y,105.0,00:04:33,3.0,1,1,February
ID1830,Greg,2021-02-01,16:46:34,Payment related,N,N,,,,0,0,February
ID1831,Dan,2021-02-01,17:12:29,Admin Support,Y,Y,120.0,00:02:22,4.0,1,1,February
ID1832,Joe,2021-02-01,17:12:29,Payment related,N,N,,,,0,0,February
ID1833,Stewart,2021-02-01,17:24:00,Technical Support,N,N,,,,0,0,February
ID1834,Greg,2021-02-01,17:24:00,Payment related,N,N,,,,0,0,February
ID1835,Jim,2021-02-01,17:34:05,Technical Support,Y,Y,51.0,00:04:30,5.0,1,1,February
ID1836,Stewart,2021-02-01,17:34:05,Technical Support,Y,Y,124.0,00:06:19,3.0,1,1,February
ID1837,Dan,2021-02-01,17:38:24,Payment related,Y,N,22.0,00:01:49,4.0,1,0,February
ID1838,Martha,2021-02-01,17:38:24,Payment related,Y,N,29.0,00:04:20,3.0,1,0,February
ID1839,Becky,2021-02-01,17:39:50,Technical Support,Y,Y,125.0,00:02:24,4.0,1,1,February
ID1840,Jim,2021-02-01,17:39:50,Contract related,Y,Y,54.0,00:05:09,4.0,1,1,February
ID1841,Martha,2021-02-01,17:48:29,Technical Support,Y,Y,45.0,00:06:08,3.0,1,1,February
ID1842,Diane,2021-02-01,17:48:29,Admin Support,Y,Y,101.0,00:01:55,5.0,1,1,February
ID1843,Diane,2021-02-01,17:57:07,Contract related,Y,Y,80.0,00:03:53,3.0,1,1,February
ID1844,Diane,2021-02-01,17:57:07,Streaming,N,N,,,,0,0,February
ID1845,Joe,2021-02-02,09:20:10,Payment related,Y,Y,118.0,00:03:57,5.0,1,1,February
ID1846,Greg,2021-02-02,09:20:10,Streaming,Y,Y,13.0,00:06:12,5.0,1,1,February
ID1847,Dan,2021-02-02,09:44:38,Streaming,Y,Y,64.0,00:01:28,5.0,1,1,February
ID1848,Jim,2021-02-02,09:44:38,Contract related,Y,Y,39.0,00:06:59,4.0,1,1,February
ID1849,Joe,2021-02-02,09:54:43,Admin Support,N,N,,,,0,0,February
ID1850,Stewart,2021-02-02,09:54:43,Contract related,N,N,,,,0,0,February
ID1851,Martha,2021-02-02,09:57:36,Streaming,N,N,,,,0,0,February
ID1852,Stewart,2021-02-02,09:57:36,Streaming,Y,Y,35.0,00:01:03,4.0,1,1,February
ID1853,Joe,2021-02-02,10:35:02,Contract related,Y,N,105.0,00:05:08,4.0,1,0,February
ID1854,Stewart,2021-02-02,10:35:02,Admin Support,Y,Y,60.0,00:01:34,2.0,1,1,February
ID1855,Stewart,2021-02-02,11:05:17,Contract related,Y,Y,13.0,00:01:54,1.0,1,1,February
ID1856,Becky,2021-02-02,11:05:17,Technical Support,Y,Y,25.0,00:04:58,5.0,1,1,February
ID1857,Becky,2021-02-02,11:18:14,Streaming,Y,Y,102.0,00:06:37,4.0,1,1,February
ID1858,Jim,2021-02-02,11:18:14,Contract related,Y,Y,88.0,00:06:11,3.0,1,1,February
ID1859,Becky,2021-02-02,13:06:14,Streaming,Y,Y,40.0,00:01:42,5.0,1,1,February
ID1860,Joe,2021-02-02,13:06:14,Contract related,N,N,,,,0,0,February
ID1861,Dan,2021-02-02,13:23:31,Streaming,Y,Y,75.0,00:03:00,5.0,1,1,February
ID1862,Stewart,2021-02-02,13:23:31,Payment related,Y,N,35.0,00:03:15,4.0,1,0,February
ID1863,Greg,2021-02-02,13:46:34,Payment related,N,N,,,,0,0,February
ID1864,Greg,2021-02-02,13:46:34,Payment related,Y,Y,21.0,00:02:44,2.0,1,1,February
ID1865,Diane,2021-02-02,13:46:34,Streaming,N,N,,,,0,0,February
ID1866,Greg,2021-02-02,13:46:34,Admin Support,Y,Y,49.0,00:04:16,3.0,1,1,February
ID1867,Joe,2021-02-02,14:00:58,Admin Support,Y,Y,81.0,00:05:57,4.0,1,1,February
ID1868,Becky,2021-02-02,14:00:58,Contract related,Y,Y,48.0,00:01:18,4.0,1,1,February
ID1869,Greg,2021-02-02,15:30:14,Streaming,Y,Y,103.0,00:04:12,5.0,1,1,February
ID1870,Stewart,2021-02-02,15:30:14,Payment related,Y,Y,63.0,00:06:25,4.0,1,1,February
ID1871,Greg,2021-02-02,15:34:34,Admin Support,Y,Y,89.0,00:05:13,4.0,1,1,February
ID1872,Dan,2021-02-02,15:34:34,Admin Support,Y,Y,115.0,00:03:13,4.0,1,1,February
ID1873,Stewart,2021-02-02,15:48:58,Streaming,Y,Y,88.0,00:06:00,1.0,1,1,February
ID1874,Diane,2021-02-02,15:48:58,Streaming,Y,Y,91.0,00:06:25,5.0,1,1,February
ID1875,Dan,2021-02-02,16:45:07,Streaming,Y,Y,78.0,00:03:35,4.0,1,1,February
ID1876,Martha,2021-02-02,16:45:07,Contract related,Y,Y,91.0,00:02:09,3.0,1,1,February
ID1877,Joe,2021-02-02,16:52:19,Streaming,Y,Y,102.0,00:02:40,3.0,1,1,February
ID1878,Martha,2021-02-02,16:52:19,Technical Support,N,N,,,,0,0,February
ID1879,Greg,2021-02-02,17:11:02,Streaming,Y,Y,24.0,00:02:40,4.0,1,1,February
ID1880,Stewart,2021-02-02,17:11:02,Payment related,N,N,,,,0,0,February
ID1881,Joe,2021-02-03,09:25:55,Technical Support,Y,Y,19.0,00:01:50,1.0,1,1,February
ID1882,Jim,2021-02-03,09:25:55,Streaming,Y,Y,47.0,00:00:53,4.0,1,1,February
ID1883,Greg,2021-02-03,09:28:48,Admin Support,Y,Y,61.0,00:03:23,4.0,1,1,February
ID1884,Greg,2021-02-03,09:28:48,Admin Support,Y,Y,73.0,00:05:34,5.0,1,1,February
ID1885,Stewart,2021-02-03,09:36:00,Technical Support,Y,Y,67.0,00:05:17,5.0,1,1,February
ID1886,Greg,2021-02-03,09:36:00,Streaming,Y,Y,22.0,00:06:38,1.0,1,1,February
ID1887,Becky,2021-02-03,09:41:46,Contract related,Y,Y,86.0,00:00:44,5.0,1,1,February
ID1888,Diane,2021-02-03,09:41:46,Streaming,N,N,,,,0,0,February
ID1889,Greg,2021-02-03,09:48:58,Streaming,N,N,,,,0,0,February
ID1890,Diane,2021-02-03,09:48:58,Contract related,N,N,,,,0,0,February
ID1891,Dan,2021-02-03,10:09:07,Streaming,N,N,,,,0,0,February
ID1892,Jim,2021-02-03,10:09:07,Admin Support,Y,Y,46.0,00:03:44,4.0,1,1,February
ID1893,Greg,2021-02-03,10:16:19,Contract related,Y,Y,81.0,00:01:57,4.0,1,1,February
ID1894,Joe,2021-02-03,10:16:19,Admin Support,Y,Y,20.0,00:02:37,3.0,1,1,February
ID1895,Diane,2021-02-03,10:20:38,Streaming,Y,Y,85.0,00:06:11,1.0,1,1,February
ID1896,Dan,2021-02-03,10:20:38,Streaming,Y,Y,91.0,00:04:11,4.0,1,1,February
ID1897,Dan,2021-02-03,10:45:07,Contract related,N,N,,,,0,0,February
ID1898,Diane,2021-02-03,10:45:07,Payment related,Y,Y,87.0,00:04:13,4.0,1,1,February
ID1899,Greg,2021-02-03,10:50:53,Contract related,N,N,,,,0,0,February
ID1900,Martha,2021-02-03,10:50:53,Admin Support,Y,Y,41.0,00:06:54,4.0,1,1,February
ID1901,Dan,2021-02-03,11:12:29,Contract related,Y,Y,20.0,00:06:58,4.0,1,1,February
ID1902,Martha,2021-02-03,11:12:29,Payment related,Y,Y,14.0,00:04:23,4.0,1,1,February
ID1903,Becky,2021-02-03,11:13:55,Admin Support,Y,N,107.0,00:01:17,4.0,1,0,February
ID1904,Dan,2021-02-03,11:13:55,Streaming,N,N,,,,0,0,February
ID1905,Martha,2021-02-03,11:34:05,Technical Support,N,N,,,,0,0,February
ID1906,Dan,2021-02-03,11:34:05,Streaming,Y,N,27.0,00:00:49,1.0,1,0,February
ID1907,Stewart,2021-02-03,11:48:29,Streaming,Y,Y,119.0,00:04:42,4.0,1,1,February
ID1908,Jim,2021-02-03,11:48:29,Contract related,Y,Y,55.0,00:02:25,1.0,1,1,February
ID1909,Greg,2021-02-03,12:01:26,Payment related,Y,Y,62.0,00:04:50,3.0,1,1,February
ID1910,Jim,2021-02-03,12:01:26,Technical Support,Y,Y,105.0,00:03:19,3.0,1,1,February
ID1911,Martha,2021-02-03,12:40:19,Contract related,Y,Y,16.0,00:05:32,5.0,1,1,February
ID1912,Diane,2021-02-03,12:40:19,Technical Support,N,N,,,,0,0,February
ID1913,Jim,2021-02-03,12:44:38,Technical Support,Y,Y,23.0,00:03:40,1.0,1,1,February
ID1914,Joe,2021-02-03,12:44:38,Admin Support,N,N,,,,0,0,February
ID1915,Diane,2021-02-03,12:53:17,Payment related,Y,Y,89.0,00:04:32,5.0,1,1,February
ID1916,Diane,2021-02-03,12:53:17,Technical Support,Y,Y,53.0,00:01:37,5.0,1,1,February
ID1917,Diane,2021-02-03,12:57:36,Contract related,Y,N,104.0,00:01:49,3.0,1,0,February
ID1918,Jim,2021-02-03,12:57:36,Payment related,Y,Y,78.0,00:02:42,2.0,1,1,February
ID1919,Stewart,2021-02-03,13:01:55,Technical Support,Y,Y,92.0,00:04:51,2.0,1,1,February
ID1920,Martha,2021-02-03,13:01:55,Streaming,Y,Y,107.0,00:02:14,4.0,1,1,February
ID1921,Greg,2021-02-03,13:32:10,Streaming,N,N,,,,0,0,February
ID1922,Dan,2021-02-03,13:32:10,Admin Support,N,N,,,,0,0,February
ID1923,Diane,2021-02-03,13:33:36,Contract related,Y,Y,116.0,00:02:30,3.0,1,1,February
ID1924,Jim,2021-02-03,13:33:36,Streaming,N,N,,,,0,0,February
ID1925,Dan,2021-02-03,13:40:48,Technical Support,Y,Y,101.0,00:02:55,3.0,1,1,February
ID1926,Joe,2021-02-03,13:40:48,Admin Support,Y,Y,41.0,00:03:33,2.0,1,1,February
ID1927,Martha,2021-02-03,13:43:41,Contract related,Y,N,102.0,00:06:00,2.0,1,0,February
ID1928,Jim,2021-02-03,13:43:41,Admin Support,Y,Y,94.0,00:01:17,2.0,1,1,February
ID1929,Martha,2021-02-03,13:49:26,Payment related,Y,Y,72.0,00:05:08,2.0,1,1,February
ID1930,Greg,2021-02-03,13:49:26,Contract related,Y,Y,30.0,00:05:05,4.0,1,1,February
ID1931,Joe,2021-02-03,13:50:53,Technical Support,Y,Y,58.0,00:01:03,4.0,1,1,February
ID1932,Martha,2021-02-03,13:50:53,Contract related,Y,Y,57.0,00:02:03,1.0,1,1,February
ID1933,Stewart,2021-02-03,14:45:36,Technical Support,Y,Y,113.0,00:06:50,4.0,1,1,February
ID1934,Becky,2021-02-03,14:45:36,Payment related,Y,Y,59.0,00:06:59,1.0,1,1,February
ID1935,Martha,2021-02-03,14:58:34,Technical Support,Y,N,121.0,00:01:24,4.0,1,0,February
ID1936,Joe,2021-02-03,14:58:34,Admin Support,Y,Y,78.0,00:01:06,3.0,1,1,February
ID1937,Greg,2021-02-03,15:24:29,Contract related,Y,Y,66.0,00:05:29,5.0,1,1,February
ID1938,Jim,2021-02-03,15:24:29,Admin Support,Y,Y,10.0,00:05:02,4.0,1,1,February
ID1939,Jim,2021-02-03,15:34:34,Contract related,Y,Y,15.0,00:04:17,1.0,1,1,February
ID1940,Greg,2021-02-03,15:34:34,Technical Support,Y,Y,81.0,00:05:52,4.0,1,1,February
ID1941,Becky,2021-02-03,16:32:10,Streaming,Y,N,115.0,00:03:16,3.0,1,0,February
ID1942,Martha,2021-02-03,16:32:10,Contract related,Y,Y,17.0,00:01:03,3.0,1,1,February
ID1943,Diane,2021-02-03,16:39:22,Streaming,Y,Y,20.0,00:03:06,4.0,1,1,February
ID1944,Dan,2021-02-03,16:39:22,Admin Support,Y,Y,26.0,00:04:02,3.0,1,1,February
ID1945,Martha,2021-02-03,16:48:00,Payment related,Y,Y,98.0,00:03:08,5.0,1,1,February
ID1946,Joe,2021-02-03,16:48:00,Payment related,Y,Y,53.0,00:02:42,3.0,1,1,February
ID1947,Stewart,2021-02-03,16:58:05,Admin Support,Y,Y,14.0,00:05:36,4.0,1,1,February
ID1948,Diane,2021-02-03,16:58:05,Streaming,N,N,,,,0,0,February
ID1949,Greg,2021-02-03,17:03:50,Streaming,Y,Y,47.0,00:04:10,3.0,1,1,February
ID1950,Stewart,2021-02-03,17:03:50,Payment related,N,N,,,,0,0,February
ID1951,Stewart,2021-02-03,17:06:43,Payment related,Y,Y,109.0,00:01:23,5.0,1,1,February
ID1952,Greg,2021-02-03,17:06:43,Technical Support,Y,Y,82.0,00:04:08,1.0,1,1,February
ID1953,Dan,2021-02-03,17:44:10,Technical Support,Y,Y,58.0,00:04:58,3.0,1,1,February
ID1954,Greg,2021-02-03,17:44:10,Admin Support,Y,Y,94.0,00:03:53,2.0,1,1,February
ID1955,Greg,2021-02-04,09:11:31,Admin Support,N,N,,,,0,0,February
ID1956,Dan,2021-02-04,09:11:31,Streaming,Y,Y,32.0,00:06:52,4.0,1,1,February
ID1957,Stewart,2021-02-04,09:36:00,Contract related,Y,Y,102.0,00:05:22,4.0,1,1,February
ID1958,Diane,2021-02-04,09:36:00,Technical Support,N,N,,,,0,0,February
ID1959,Martha,2021-02-04,09:56:10,Admin Support,N,N,,,,0,0,February
ID1960,Dan,2021-02-04,09:56:10,Contract related,Y,Y,36.0,00:06:45,1.0,1,1,February
ID1961,Greg,2021-02-04,10:04:48,Payment related,Y,Y,41.0,00:05:46,5.0,1,1,February
ID1962,Greg,2021-02-04,10:04:48,Technical Support,Y,Y,117.0,00:06:57,5.0,1,1,February
ID1963,Diane,2021-02-04,10:09:07,Admin Support,Y,Y,118.0,00:00:44,5.0,1,1,February
ID1964,Greg,2021-02-04,10:09:07,Admin Support,Y,Y,41.0,00:05:24,3.0,1,1,February
ID1965,Greg,2021-02-04,10:16:19,Streaming,Y,Y,24.0,00:06:07,3.0,1,1,February
ID1966,Martha,2021-02-04,10:16:19,Contract related,Y,Y,105.0,00:02:03,4.0,1,1,February
ID1967,Diane,2021-02-04,10:33:36,Streaming,N,N,,,,0,0,February
ID1968,Becky,2021-02-04,10:33:36,Payment related,Y,Y,45.0,00:05:04,1.0,1,1,February
ID1969,Becky,2021-02-04,10:58:05,Payment related,Y,Y,66.0,00:05:32,4.0,1,1,February
ID1970,Joe,2021-02-04,10:58:05,Contract related,Y,Y,63.0,00:03:27,3.0,1,1,February
ID1971,Becky,2021-02-04,11:02:24,Admin Support,Y,Y,11.0,00:02:13,4.0,1,1,February
ID1972,Jim,2021-02-04,11:02:24,Contract related,N,N,,,,0,0,February
ID1973,Becky,2021-02-04,11:39:50,Contract related,Y,Y,31.0,00:00:42,3.0,1,1,February
ID1974,Jim,2021-02-04,11:39:50,Admin Support,Y,Y,60.0,00:03:58,5.0,1,1,February
ID1975,Joe,2021-02-04,11:45:36,Payment related,N,N,,,,0,0,February
ID1976,Stewart,2021-02-04,11:45:36,Technical Support,N,N,,,,0,0,February
ID1977,Stewart,2021-02-04,12:00:00,Contract related,Y,Y,105.0,00:06:51,5.0,1,1,February
ID1978,Greg,2021-02-04,12:00:00,Streaming,Y,Y,109.0,00:01:32,5.0,1,1,February
ID1979,Martha,2021-02-04,12:04:19,Payment related,Y,Y,120.0,00:03:05,3.0,1,1,February
ID1980,Martha,2021-02-04,12:04:19,Payment related,Y,Y,61.0,00:04:43,3.0,1,1,February
ID1981,Stewart,2021-02-04,12:14:24,Streaming,Y,Y,44.0,00:00:36,3.0,1,1,February
ID1982,Becky,2021-02-04,12:14:24,Admin Support,Y,Y,17.0,00:05:45,4.0,1,1,February
ID1983,Diane,2021-02-04,12:20:10,Streaming,N,N,,,,0,0,February
ID1984,Stewart,2021-02-04,12:20:10,Streaming,Y,Y,15.0,00:02:48,4.0,1,1,February
ID1985,Martha,2021-02-04,12:20:10,Technical Support,Y,Y,112.0,00:03:18,4.0,1,1,February
ID1986,Becky,2021-02-04,12:20:10,Technical Support,Y,Y,119.0,00:04:20,3.0,1,1,February
ID1987,Joe,2021-02-04,12:36:00,Technical Support,N,N,,,,0,0,February
ID1988,Joe,2021-02-04,12:36:00,Admin Support,Y,N,60.0,00:02:59,5.0,1,0,February
ID1989,Jim,2021-02-04,12:38:53,Contract related,Y,Y,24.0,00:06:49,4.0,1,1,February
ID1990,Jim,2021-02-04,12:38:53,Payment related,Y,Y,83.0,00:05:17,4.0,1,1,February
ID1991,Diane,2021-02-04,13:06:14,Streaming,Y,Y,19.0,00:03:16,3.0,1,1,February
ID1992,Martha,2021-02-04,13:06:14,Contract related,Y,Y,125.0,00:03:24,4.0,1,1,February
ID1993,Joe,2021-02-04,13:06:14,Payment related,Y,N,72.0,00:05:16,2.0,1,0,February
ID1994,Diane,2021-02-04,13:06:14,Admin Support,N,N,,,,0,0,February
ID1995,Stewart,2021-02-04,13:23:31,Streaming,Y,Y,39.0,00:04:13,4.0,1,1,February
ID1996,Stewart,2021-02-04,13:23:31,Payment related,N,N,,,,0,0,February
ID1997,Becky,2021-02-04,13:53:46,Contract related,Y,Y,125.0,00:04:28,4.0,1,1,February
